Name;Department;Latitude;Longitude;Cover_url;Link;Label
Mornac-sur-Seudre;Charente-Maritime;45.7101;-1.0279;https://media.les-plus-beaux-villages-de-france.org/photos/s1719/mornac-sur-seudre-vue-aerienne.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/mornac-sur-seudre/;Les Plus Beaux Villages de France
Mortemart;Haute-Vienne;46.0422;0.9575;https://media.les-plus-beaux-villages-de-france.org/photos/s1720/mortemart-vue-chateau-et-terrasse.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/mortemart/;Les Plus Beaux Villages de France
Moustiers-Sainte-Marie;Alpes-de-Haute-Provence;43.8471;6.2216;https://media.les-plus-beaux-villages-de-france.org/photos/s1653/moustiers-sainte-marie-vue-ombre-et-lumiere.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/moustiers-sainte-marie/;Les Plus Beaux Villages de France
Najac;Aveyron;44.2197;1.9799;https://media.les-plus-beaux-villages-de-france.org/photos/s1721/najac-vue-densemble.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/najac/;Les Plus Beaux Villages de France
Navarrenx;Pyrénées-Atlantiques;43.3215;-0.758770833;https://media.les-plus-beaux-villages-de-france.org/photos/s1722/navarrenx-echauguette-et-pont.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/navarrenx/;Les Plus Beaux Villages de France
Noyers;Yonne;47.6973;3.995;https://media.les-plus-beaux-villages-de-france.org/photos/s1623/noyers-rue.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/noyers/;Les Plus Beaux Villages de France
Oingt;Rhône;45.9477;4.5827;https://media.les-plus-beaux-villages-de-france.org/photos/s1654/oingt-vue-panoramique.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/oingt/;Les Plus Beaux Villages de France
Olargues;Hérault;43.5564;2.915;https://media.les-plus-beaux-villages-de-france.org/photos/s1723/olargues-vue-depuis-la-route.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/olargues/;Les Plus Beaux Villages de France
Parfondeval;Aisne;49.7412;4.1606;https://media.les-plus-beaux-villages-de-france.org/photos/s1624/parfondeval-balade-village.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/parfondeval/;Les Plus Beaux Villages de France
Pérouges;Ain;45.9036;5.1803;https://media.les-plus-beaux-villages-de-france.org/photos/s1655/perouges-vue-aerienne.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/perouges/;Les Plus Beaux Villages de France
Pesmes;Haute-Saône;47.2797;5.5655;https://media.les-plus-beaux-villages-de-france.org/photos/s1625/pesmes-vue-village-et-riviere.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/pesmes/;Les Plus Beaux Villages de France
Peyre;Aveyron;44.0914;2.9987;https://media.les-plus-beaux-villages-de-france.org/photos/s1724/peyre-vue-generale.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/peyre/;Les Plus Beaux Villages de France
Piana;Corse-du-Sud;42.2388;8.6363;https://media.les-plus-beaux-villages-de-france.org/photos/s1656/piana-paysages-calanche.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/piana/;Les Plus Beaux Villages de France
Pradelles;Haute-Loire;44.7696;3.8825;https://media.les-plus-beaux-villages-de-france.org/photos/s1658/pradelles-vue-eglise.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/pradelles/;Les Plus Beaux Villages de France
Pujols-le-Haut;Lot-et-Garonne;44.3856;0.6878;https://media.les-plus-beaux-villages-de-france.org/photos/s1725/pujols-le-haut-facade-fleurie.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/pujols-le-haut/;Les Plus Beaux Villages de France
Puycelsi;Tarn;43.9929;1.7108;https://media.les-plus-beaux-villages-de-france.org/photos/s1726/puycelsi-vue-densemble.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/puycelsi/;Les Plus Beaux Villages de France
Riquewihr;Haut-Rhin;48.1662;7.298;https://media.les-plus-beaux-villages-de-france.org/photos/s1626/riquewihr-nuit.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/riquewihr/;Les Plus Beaux Villages de France
Rochefort-en-Terre;Morbihan;47.7;-2.3356;https://media.les-plus-beaux-villages-de-france.org/photos/s1604/rochefort-en-terre-place-ensoleillee.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/rochefort-en-terre/;Les Plus Beaux Villages de France
Rodemack;Moselle;49.4694;6.2369;https://media.les-plus-beaux-villages-de-france.org/photos/s1627/rodemack-vue-chateau.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/rodemack/;Les Plus Beaux Villages de France
Roussillon;Vaucluse;43.902;5.2937;https://media.les-plus-beaux-villages-de-france.org/photos/s1660/roussillon-paysages-carrieres-docre.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/roussillon/;Les Plus Beaux Villages de France
Saint-Amand-de-Coly;Dordogne;45.0639;1.2482;https://media.les-plus-beaux-villages-de-france.org/photos/s1728/saint-amand-de-coly-abbatiale.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-amand-de-coly/;Les Plus Beaux Villages de France
Saint-Antoine-l'Abbaye;Isère;45.1746;5.2172;https://media.les-plus-beaux-villages-de-france.org/photos/s1661/saint-antoine-labbaye-facade-abbaye.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-antoine-l-abbaye/;Les Plus Beaux Villages de France
Saint-Benoît-du-Sault;Indre;46.4409;1.3913;https://media.les-plus-beaux-villages-de-france.org/photos/s1606/saint-benoit-du-sault-vue-pireure-et-portefeuille.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-benoit-du-sault/;Les Plus Beaux Villages de France
Saint-Bertrand-de-Comminges;Haute-Garonne;43.0272;0.571429167;https://media.les-plus-beaux-villages-de-france.org/photos/s1729/saint-bertrand-de-comminges-vue-cathedrale-de-nuit.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-bertrand-de-comminges/;Les Plus Beaux Villages de France
Saint-Céneri-le-Gérei;Orne;48.3804;-0.0523;https://media.les-plus-beaux-villages-de-france.org/photos/s1607/saint-ceneri-le-gerei-vue-pont.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-ceneri-le-gerei/;Les Plus Beaux Villages de France
Saint-Cirq-Lapopie;Lot;44.4645;1.6703;https://media.les-plus-beaux-villages-de-france.org/photos/s1730/saint-cirq-lapopie-vue-village-et-riviere-lot.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-cirq-lapopie/;Les Plus Beaux Villages de France
Saint-Côme-d'Olt;Aveyron;44.5158;2.8151;https://media.les-plus-beaux-villages-de-france.org/photos/s1731/saint-come-dolt-vue-village-et-lot.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-come-d-olt/;Les Plus Beaux Villages de France
Sainte-Agnès;Alpes-Maritimes;43.8003;7.4618;https://media.les-plus-beaux-villages-de-france.org/photos/s1664/sainte-agnes-vue-densemble.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/sainte-agnes/;Les Plus Beaux Villages de France
Sainte-Croix-en-Jarez;Loire;45.4797;4.6475;https://media.les-plus-beaux-villages-de-france.org/photos/s1665/sainte-croix-en-jarez-vue-arriere-chartreuse.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/sainte-croix-en-jarez/;Les Plus Beaux Villages de France
Sainte-Enimie;Lozère;44.3664;3.4118;https://media.les-plus-beaux-villages-de-france.org/photos/s1666/sainte-enimie-vue-village-et-paysage.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/sainte-enimie/;Les Plus Beaux Villages de France
Sainte-Eulalie-d'Olt;Aveyron;44.4645;2.9465;https://media.les-plus-beaux-villages-de-france.org/photos/s1732/sainte-eulalie-dolt-vue-village-et-lot.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/sainte-eulalie-d-olt/;Les Plus Beaux Villages de France
Sainte-Suzanne;Mayenne;48.0978;-0.352;https://media.les-plus-beaux-villages-de-france.org/photos/s1609/sainte-suzanne-vue-panoramique.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/sainte-suzanne/;Les Plus Beaux Villages de France
Saint-Guilhem-le-Désert;Hérault;43.7337;3.5504;https://media.les-plus-beaux-villages-de-france.org/photos/s1662/saint-guilhem-le-desert-zoom-abbaye.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-guilhem-le-desert/;Les Plus Beaux Villages de France
Saint-Jean-de-Côle;Dordogne;45.4212;0.8387;https://media.les-plus-beaux-villages-de-france.org/photos/s1733/saint-jean-de-cole-vue-sur-les-toits.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-jean-de-cole/;Les Plus Beaux Villages de France
Saint-Jean-Pied-de-Port;Pyrénées-Atlantiques;43.164;-1.235770833;https://media.les-plus-beaux-villages-de-france.org/photos/s1734/saint-jean-pied-de-port-bords-de-nive.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-jean-pied-de-port/;Les Plus Beaux Villages de France
Saint-Léon-sur-Vézère;Dordogne;45.0108;1.0898;https://media.les-plus-beaux-villages-de-france.org/photos/s1735/saint-leon-sur-vezere-vue-du-ciel.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-leon-sur-vezere/;Les Plus Beaux Villages de France
Saint-Quirin;Moselle;48.6099;7.0649;https://media.les-plus-beaux-villages-de-france.org/photos/s1628/saint-quirin-clochers-dans-le-ciel.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-quirin/;Les Plus Beaux Villages de France
Saint-Robert;Corrèze;45.2556;1.2941;https://media.les-plus-beaux-villages-de-france.org/photos/s1736/saint-robert-eglise.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-robert/;Les Plus Beaux Villages de France
Saint-Suliac;Ille-et-Vilaine;48.5703;-1.972;https://media.les-plus-beaux-villages-de-france.org/photos/s1608/saint-suliac-vue-depuis-la-rance.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-suliac/;Les Plus Beaux Villages de France
Saint-Véran;Hautes-Alpes;44.7003;6.8687;https://media.les-plus-beaux-villages-de-france.org/photos/s1663/saint-veran-sous-la-neige.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/saint-veran/;Les Plus Beaux Villages de France
Salers;Cantal;45.1386;2.4947;https://media.les-plus-beaux-villages-de-france.org/photos/s1737/salers-vue-sur-les-toits.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/salers/;Les Plus Beaux Villages de France
Sant'Antonino;Haute-Corse;42.5889;8.9054;https://media.les-plus-beaux-villages-de-france.org/photos/s1667/santantonino-chemin-vers-leglise.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/sant-antonino/;Les Plus Beaux Villages de France
Sare;Pyrénées-Atlantiques;43.3125;-1.5796;https://media.les-plus-beaux-villages-de-france.org/photos/s1738/sare-maison-et-montagne-de-la-rhune.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/sare/;Les Plus Beaux Villages de France
Sarrant;Gers;43.7742;0.9296;https://media.les-plus-beaux-villages-de-france.org/photos/s1739/sarrant-maison-jaune.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/sarrant/;Les Plus Beaux Villages de France
Sauveterre-de-Rouergue;Aveyron;44.2206;2.3183;https://media.les-plus-beaux-villages-de-france.org/photos/s1740/sauveterre-de-rouergue-place-des-arcades-illuminee.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/sauveterre-de-rouergue/;Les Plus Beaux Villages de France
Séguret;Vaucluse;44.2062;5.0237;https://media.les-plus-beaux-villages-de-france.org/photos/s1668/seguret-vue-vignoble.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/seguret/;Les Plus Beaux Villages de France
Ségur-le-Château;Corrèze;45.4293;1.3058;https://media.les-plus-beaux-villages-de-france.org/photos/s1741/segur-le-chateau-facades-colombages.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/segur-le-chateau/;Les Plus Beaux Villages de France
Seillans;Var;43.6365;6.6437;https://media.les-plus-beaux-villages-de-france.org/photos/s1669/seillans-vue-densemble.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/seillans/;Les Plus Beaux Villages de France
Semur-en-Brionnais;Saône-et-Loire;46.2627;4.0913;https://media.les-plus-beaux-villages-de-france.org/photos/s1670/semur-en-brionnais-forteresse.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/semur-en-brionnais/;Les Plus Beaux Villages de France
Talmont-sur-Gironde;Charente-Maritime;45.5355;-0.9073;https://media.les-plus-beaux-villages-de-france.org/photos/s1742/talmont-sur-gironde-vue-sur-presquile-et-eglise.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/talmont-sur-gironde/;Les Plus Beaux Villages de France
Tournemire;Cantal;45.054;2.483;https://media.les-plus-beaux-villages-de-france.org/photos/s1743/tournemire-chateau-danjony-et-paysages.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/tournemire/;Les Plus Beaux Villages de France
Tourtour;Var;43.5897;6.3026;https://media.les-plus-beaux-villages-de-france.org/photos/s1672/tourtour-sculpture-et-chateau.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/tourtour/;Les Plus Beaux Villages de France
Turenne;Corrèze;45.054;1.583;https://media.les-plus-beaux-villages-de-france.org/photos/s1744/turenne-vue-des-jardins-du-chateau.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/turenne/;Les Plus Beaux Villages de France
Usson;Puy-de-Dôme;45.5274;3.3398;https://media.les-plus-beaux-villages-de-france.org/photos/s1673/usson-vue-densemble.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/usson/;Les Plus Beaux Villages de France
Venasque;Vaucluse;43.9956;5.147;https://media.les-plus-beaux-villages-de-france.org/photos/s1674/venasque-eglise.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/venasque/;Les Plus Beaux Villages de France
Veules-les-Roses;Seine-Maritime;49.8735;0.8;https://media.les-plus-beaux-villages-de-france.org/photos/s1610/veules-les-roses-vue-du-ciel.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/veules-les-roses/;Les Plus Beaux Villages de France
Vézelay;Yonne;47.4662756129;3.74759778175;https://media.les-plus-beaux-villages-de-france.org/photos/s1629/vezelay-vue-de-montgolfiere.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/vezelay/;Les Plus Beaux Villages de France
Villefranche-de-Conflent;Pyrénées-Orientales;42.5871;2.3687;https://media.les-plus-beaux-villages-de-france.org/photos/s1745/villefranche-de-conflent-vue-densemble.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/villefranche-de-conflent/;Les Plus Beaux Villages de France
Villeréal;Lot-et-Garonne;44.6364;0.744229167;https://media.les-plus-beaux-villages-de-france.org/photos/s2828/villereal-halle-et-eglise-tombee-de-la-nuit.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/villereal/;Les Plus Beaux Villages de France
Vogüé;Ardèche;44.5509;4.4153;https://media.les-plus-beaux-villages-de-france.org/photos/s1675/vogue-vue-chateau-et-village.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/vogue/;Les Plus Beaux Villages de France
Vouvant;Vendée;46.5723;-0.7687;https://media.les-plus-beaux-villages-de-france.org/photos/s1611/vouvant-vue-du-ciel.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/vouvant/;Les Plus Beaux Villages de France
Yèvre-le-Châtel;Loiret;48.16;2.3337;https://media.les-plus-beaux-villages-de-france.org/photos/s1612/yevre-le-chatel-vue-sur-les-toits.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/yevre-le-chatel/;Les Plus Beaux Villages de France
Yvoire;Haute-Savoie;46.3698;6.3269;https://media.les-plus-beaux-villages-de-france.org/photos/s1676/yvoire-vue-port.jpg.390x320_q70_crop_upscale.jpg;https://www.les-plus-beaux-villages-de-france.org/fr/nos-villages/yvoire/;Les Plus Beaux Villages de France
